income_annum,loan_amount,loan_term,cibil_score,loan_status,LTI_Category,LTV_Category,DTI_Category
6300000,24500000,18,848,1,1.0,1.0,1.0
8800000,19100000,6,586,1,0.0,0.0,2.0
5900000,13000000,2,386,0,0.0,0.0,3.0
9800000,37900000,18,301,0,1.0,1.0,1.0
3300000,8300000,6,653,1,0.0,0.0,2.0
300000,500000,14,448,0,0.0,0.0,0.0
4800000,11600000,16,696,1,0.0,0.0,0.0
7500000,28300000,16,707,1,1.0,2.0,1.0
8600000,21700000,4,429,0,0.0,0.0,3.0
8900000,21100000,6,631,1,0.0,0.0,2.0
9600000,29600000,4,446,1,1.0,0.0,3.0
7700000,18100000,18,705,1,0.0,0.0,0.0
7000000,15200000,2,709,1,0.0,0.0,3.0
7800000,19500000,14,739,1,0.0,0.0,0.0
5100000,11000000,6,336,0,0.0,0.0,2.0
9400000,32600000,4,898,1,1.0,0.0,3.0
600000,2100000,6,558,1,1.0,0.0,3.0
5100000,13300000,4,589,1,0.0,0.0,3.0
3800000,14400000,2,301,0,1.0,3.0,3.0
5300000,21200000,14,516,0,1.0,0.0,1.0
1100000,3600000,12,315,0,1.0,0.0,1.0
6400000,14400000,10,546,0,0.0,0.0,1.0
5100000,14500000,14,559,1,0.0,0.0,1.0
5300000,16900000,2,350,1,1.0,0.0,3.0
6700000,18700000,8,583,1,0.0,0.0,1.0
4000000,9400000,8,874,1,0.0,0.0,1.0
3900000,11600000,8,808,1,0.0,0.0,2.0
1600000,4900000,16,487,0,1.0,0.0,0.0
2700000,7800000,14,870,1,0.0,0.0,1.0
1400000,3800000,8,840,1,0.0,0.0,1.0
8000000,19200000,18,682,1,0.0,0.0,0.0
8200000,28900000,10,668,1,1.0,0.0,2.0
4800000,10300000,8,781,1,0.0,0.0,1.0
8100000,19000000,6,375,0,0.0,0.0,2.0
5900000,14900000,14,857,1,0.0,0.0,0.0
8100000,32100000,6,823,1,1.0,1.0,3.0
1400000,5000000,8,686,1,1.0,0.0,2.0
1600000,6300000,2,721,1,1.0,1.0,3.0
4600000,9400000,18,545,0,0.0,0.0,0.0
2900000,8900000,6,523,0,1.0,0.0,3.0
8600000,24900000,20,607,1,0.0,0.0,0.0
3800000,14900000,20,428,0,1.0,1.0,0.0
8200000,20300000,4,666,1,0.0,0.0,3.0
3200000,10100000,20,704,1,1.0,0.0,0.0
8100000,23800000,10,794,1,0.0,0.0,1.0
9800000,23300000,12,430,0,0.0,0.0,0.0
200000,500000,20,615,1,0.0,0.0,0.0
6600000,14100000,20,360,0,0.0,0.0,0.0
9100000,18300000,14,458,0,0.0,0.0,0.0
5500000,20400000,12,887,1,1.0,1.0,1.0
7200000,27400000,8,735,1,1.0,0.0,2.0
2400000,5600000,16,379,0,0.0,0.0,0.0
9600000,25500000,20,544,0,0.0,0.0,0.0
5800000,16700000,12,721,1,0.0,0.0,1.0
2300000,6000000,8,676,1,0.0,0.0,1.0
300000,1200000,4,342,1,1.0,0.0,3.0
9900000,27000000,16,566,1,0.0,0.0,0.0
3500000,14000000,2,355,1,1.0,0.0,3.0
4800000,18500000,20,605,1,1.0,0.0,0.0
1600000,5200000,16,525,0,1.0,0.0,1.0
800000,2500000,12,403,0,1.0,0.0,1.0
9000000,33500000,18,727,1,1.0,0.0,1.0
8300000,28900000,12,529,0,1.0,0.0,1.0
2800000,6100000,18,415,0,0.0,0.0,0.0
6400000,17300000,10,879,1,0.0,0.0,1.0
6000000,12600000,16,649,1,0.0,0.0,0.0
2900000,9800000,16,395,0,1.0,0.0,1.0
6500000,24100000,20,488,0,1.0,0.0,0.0
200000,400000,8,569,1,0.0,0.0,1.0
8400000,24600000,14,817,1,0.0,0.0,1.0
6100000,17800000,20,706,1,0.0,0.0,0.0
8000000,31200000,8,553,1,1.0,1.0,2.0
900000,1800000,14,464,0,0.0,0.0,0.0
7300000,20000000,6,729,1,0.0,0.0,2.0
3700000,7400000,12,363,0,0.0,0.0,0.0
5200000,17200000,12,565,1,1.0,0.0,1.0
7200000,21000000,14,421,0,0.0,0.0,1.0
9400000,34200000,10,512,0,1.0,0.0,2.0
3400000,12400000,2,730,1,1.0,0.0,3.0
600000,2300000,8,627,1,1.0,0.0,2.0
3300000,10000000,16,434,0,1.0,0.0,0.0
5900000,14300000,2,410,0,0.0,0.0,3.0
1300000,3600000,16,624,1,0.0,0.0,0.0
5700000,16900000,4,656,1,0.0,0.0,3.0
7700000,27300000,16,758,1,1.0,0.0,1.0
7000000,23500000,18,336,0,1.0,0.0,0.0
8100000,21900000,18,378,0,0.0,1.0,0.0
1900000,4200000,4,620,1,0.0,0.0,3.0
4500000,9100000,18,593,1,0.0,0.0,0.0
9600000,34000000,12,710,1,1.0,0.0,1.0
5400000,20700000,8,753,1,1.0,2.0,2.0
7800000,27200000,16,454,0,1.0,0.0,1.0
8200000,19100000,8,619,1,0.0,0.0,1.0
8900000,28500000,6,367,0,1.0,0.0,3.0
1400000,3100000,20,384,0,0.0,0.0,0.0
1700000,5900000,16,610,1,1.0,1.0,1.0
5300000,19500000,12,802,1,1.0,1.0,1.0
6500000,25200000,10,858,1,1.0,0.0,2.0
5900000,14000000,8,599,1,0.0,0.0,1.0
9800000,27000000,2,395,0,0.0,0.0,3.0
7700000,16200000,6,380,0,0.0,0.0,2.0
7900000,27100000,10,803,1,1.0,0.0,1.0
3500000,8900000,20,809,1,0.0,0.0,0.0
2400000,6600000,2,722,1,0.0,0.0,3.0
9900000,35700000,10,392,0,1.0,0.0,2.0
3900000,14500000,8,545,0,1.0,1.0,2.0
7300000,28500000,10,799,1,1.0,1.0,2.0
6400000,21900000,12,727,1,1.0,0.0,1.0
7100000,19800000,18,530,0,0.0,0.0,0.0
8800000,19000000,14,637,1,0.0,0.0,0.0
7400000,21000000,4,561,1,0.0,0.0,3.0
4400000,12000000,20,421,0,0.0,0.0,0.0
8600000,30300000,14,459,0,1.0,1.0,1.0
6900000,26000000,14,828,1,1.0,1.0,1.0
9600000,27500000,20,679,1,0.0,0.0,0.0
8100000,25700000,8,455,0,1.0,0.0,2.0
2600000,9400000,18,879,1,1.0,2.0,1.0
9300000,26100000,14,636,1,0.0,0.0,1.0
2100000,5600000,16,426,0,0.0,1.0,0.0
9000000,21500000,14,508,0,0.0,0.0,0.0
7000000,19200000,4,768,1,0.0,0.0,3.0
2200000,6400000,20,667,1,0.0,0.0,0.0
7500000,28200000,2,440,1,1.0,1.0,3.0
8300000,16800000,2,366,0,0.0,0.0,3.0
300000,600000,2,383,0,0.0,0.0,3.0
300000,800000,4,603,1,0.0,0.0,3.0
3900000,14900000,4,728,1,1.0,0.0,3.0
6600000,20300000,6,549,0,1.0,0.0,3.0
4100000,10700000,8,855,1,0.0,0.0,1.0
1800000,5300000,12,461,0,0.0,0.0,1.0
7000000,16100000,16,379,0,0.0,0.0,0.0
5100000,13700000,6,559,1,0.0,0.0,2.0
300000,600000,8,816,1,0.0,0.0,1.0
4300000,11400000,2,560,1,0.0,0.0,3.0
3200000,12000000,14,645,1,1.0,0.0,1.0
4200000,11500000,6,551,1,0.0,0.0,2.0
9600000,22900000,8,515,0,0.0,0.0,1.0
1300000,3600000,10,657,1,0.0,0.0,1.0
2400000,9300000,2,682,1,1.0,1.0,3.0
600000,1600000,10,588,1,0.0,0.0,1.0
9600000,38000000,10,359,0,1.0,1.0,2.0
400000,1200000,4,766,1,0.0,0.0,3.0
5900000,19900000,14,469,0,1.0,0.0,1.0
700000,1400000,10,618,1,0.0,0.0,0.0
8600000,17700000,20,711,1,0.0,0.0,0.0
9000000,34000000,4,549,1,1.0,1.0,3.0
5100000,20400000,6,754,1,1.0,2.0,3.0
500000,1500000,6,461,0,0.0,0.0,2.0
1600000,3800000,10,837,1,0.0,0.0,1.0
9800000,23900000,14,459,0,0.0,0.0,0.0
7800000,29700000,20,614,1,1.0,0.0,0.0
6500000,24000000,16,373,0,1.0,1.0,1.0
7500000,26500000,12,512,0,1.0,0.0,1.0
8900000,23400000,18,781,1,0.0,0.0,0.0
1800000,5800000,14,305,0,1.0,1.0,1.0
7600000,27800000,6,447,0,1.0,2.0,3.0
1200000,4600000,6,757,1,1.0,0.0,3.0
2700000,10400000,2,723,1,1.0,1.0,3.0
4600000,10900000,12,463,0,0.0,0.0,0.0
6900000,18700000,10,699,1,0.0,0.0,1.0
8400000,25200000,2,308,1,0.0,0.0,3.0
300000,500000,18,702,1,0.0,0.0,0.0
9500000,37500000,4,456,1,1.0,0.0,3.0
1900000,5900000,8,651,1,1.0,0.0,2.0
4200000,14500000,20,840,1,1.0,1.0,0.0
2200000,7900000,18,848,1,1.0,0.0,0.0
7100000,19700000,4,727,1,0.0,0.0,3.0
3500000,11600000,10,335,0,1.0,0.0,1.0
400000,800000,18,304,0,0.0,0.0,0.0
8800000,34400000,2,712,1,1.0,0.0,3.0
1800000,6600000,10,737,1,1.0,0.0,2.0
7600000,29300000,14,690,1,1.0,0.0,1.0
1000000,3200000,4,888,1,1.0,0.0,3.0
8200000,27200000,10,839,1,1.0,0.0,1.0
3600000,12400000,8,333,0,1.0,0.0,2.0
9400000,23700000,18,862,1,0.0,0.0,0.0
2600000,9100000,4,309,1,1.0,0.0,3.0
9500000,30700000,10,823,1,1.0,0.0,1.0
3500000,11700000,14,649,1,1.0,0.0,1.0
9800000,35700000,10,726,1,1.0,0.0,2.0
800000,3100000,18,712,1,1.0,1.0,1.0
9700000,37300000,20,701,1,1.0,0.0,0.0
6200000,21300000,12,655,1,1.0,0.0,1.0
4400000,16600000,18,385,0,1.0,1.0,1.0
1800000,3800000,4,777,1,0.0,0.0,3.0
1700000,5300000,14,696,1,1.0,2.0,1.0
3900000,14100000,16,496,0,1.0,1.0,1.0
2200000,7900000,6,659,1,1.0,0.0,3.0
6300000,17700000,2,542,0,0.0,0.0,3.0
2200000,8700000,18,729,1,1.0,0.0,1.0
8100000,28400000,6,744,1,1.0,0.0,3.0
6800000,17000000,2,749,1,0.0,0.0,3.0
4700000,14800000,20,755,1,1.0,0.0,0.0
2200000,5300000,2,506,0,0.0,0.0,3.0
3500000,13000000,6,391,0,1.0,0.0,3.0
3500000,11600000,10,898,1,1.0,1.0,1.0
500000,1500000,12,527,0,0.0,1.0,1.0
9900000,35800000,20,470,0,1.0,0.0,0.0
8400000,25000000,12,694,1,0.0,0.0,1.0
5000000,18800000,14,325,0,1.0,0.0,1.0
5500000,13400000,10,880,1,0.0,0.0,1.0
3000000,11900000,14,459,0,1.0,0.0,1.0
9400000,21400000,10,323,0,0.0,0.0,1.0
7600000,29000000,8,739,1,1.0,0.0,2.0
5500000,16300000,10,724,1,0.0,0.0,1.0
3100000,7400000,18,487,0,0.0,0.0,0.0
7700000,27700000,4,439,1,1.0,0.0,3.0
9800000,25400000,2,655,1,0.0,0.0,3.0
3200000,9200000,14,443,0,0.0,0.0,1.0
700000,2600000,20,489,0,1.0,1.0,0.0
3100000,8600000,14,427,0,0.0,0.0,0.0
4500000,10500000,20,417,0,0.0,0.0,0.0
8900000,24800000,18,842,1,0.0,0.0,0.0
5900000,23200000,2,307,1,1.0,0.0,3.0
1500000,4500000,18,428,0,0.0,0.0,0.0
6300000,15200000,16,415,0,0.0,0.0,0.0
6500000,18200000,20,405,0,0.0,0.0,0.0
8000000,31500000,18,683,1,1.0,0.0,1.0
3300000,10600000,14,742,1,1.0,1.0,1.0
3900000,10000000,10,530,0,0.0,0.0,1.0
1600000,3500000,10,844,1,0.0,0.0,1.0
3900000,13900000,18,715,1,1.0,1.0,0.0
8000000,26300000,12,476,0,1.0,0.0,1.0
2200000,4800000,6,721,1,0.0,0.0,2.0
7600000,30300000,12,339,0,1.0,0.0,1.0
2700000,6800000,6,461,0,0.0,0.0,2.0
6300000,23200000,12,556,1,1.0,0.0,1.0
7700000,18700000,8,483,0,0.0,0.0,1.0
4500000,17200000,18,406,0,1.0,1.0,1.0
9400000,24800000,14,513,0,0.0,0.0,0.0
4600000,12600000,16,574,1,0.0,0.0,0.0
5200000,15700000,6,692,1,1.0,0.0,3.0
8000000,29800000,18,867,1,1.0,0.0,1.0
9900000,38500000,2,875,1,1.0,1.0,3.0
8500000,18600000,10,597,1,0.0,0.0,1.0
4900000,12000000,20,513,0,0.0,0.0,0.0
7000000,24200000,2,354,1,1.0,0.0,3.0
9600000,25900000,18,647,1,0.0,0.0,0.0
9700000,23700000,6,875,1,0.0,0.0,2.0
6200000,14300000,20,819,1,0.0,0.0,0.0
4100000,9600000,10,521,0,0.0,0.0,1.0
6100000,19900000,20,761,1,1.0,1.0,0.0
700000,1900000,18,572,1,0.0,0.0,0.0
6400000,24100000,12,571,1,1.0,0.0,1.0
3800000,7800000,20,891,1,0.0,0.0,0.0
4900000,14800000,12,895,1,1.0,0.0,1.0
2100000,6600000,20,580,1,1.0,0.0,0.0
6200000,23400000,8,605,1,1.0,0.0,2.0
1600000,5100000,8,705,1,1.0,0.0,2.0
1300000,5000000,20,423,0,1.0,1.0,0.0
7300000,22500000,2,846,1,1.0,0.0,3.0
2100000,5000000,4,542,0,0.0,0.0,3.0
600000,2400000,18,631,1,1.0,1.0,1.0
7000000,24500000,18,318,0,1.0,2.0,0.0
3000000,6800000,10,541,0,0.0,0.0,1.0
900000,2900000,20,782,1,1.0,0.0,0.0
9600000,35000000,2,888,1,1.0,0.0,3.0
1500000,3600000,14,747,1,0.0,1.0,0.0
5000000,18900000,6,641,1,1.0,0.0,3.0
500000,1700000,4,640,1,1.0,1.0,3.0
7600000,28100000,12,324,0,1.0,0.0,1.0
5500000,21200000,20,359,0,1.0,1.0,0.0
6600000,23300000,12,338,0,1.0,1.0,1.0
1400000,3200000,14,384,0,0.0,0.0,0.0
8800000,26600000,16,545,0,1.0,0.0,0.0
6200000,24200000,18,610,1,1.0,0.0,1.0
8300000,27900000,18,840,1,1.0,1.0,0.0
2400000,8100000,6,630,1,1.0,0.0,3.0
9100000,31200000,4,508,1,1.0,0.0,3.0
9500000,34900000,4,535,1,1.0,1.0,3.0
1200000,3400000,20,717,1,0.0,0.0,0.0
7700000,19300000,8,735,1,0.0,0.0,1.0
7800000,22000000,20,528,0,0.0,0.0,0.0
9400000,20000000,4,350,0,0.0,0.0,3.0
1700000,5700000,12,422,0,1.0,0.0,1.0
4000000,13700000,6,496,0,1.0,1.0,3.0
4200000,15500000,18,794,1,1.0,1.0,1.0
2400000,7700000,6,719,1,1.0,0.0,3.0
2700000,6100000,14,630,1,0.0,0.0,0.0
600000,1800000,4,843,1,0.0,0.0,3.0
4600000,15600000,2,764,1,1.0,0.0,3.0
7200000,17700000,4,662,1,0.0,0.0,3.0
4700000,15500000,16,311,0,1.0,0.0,1.0
4300000,10100000,2,606,1,0.0,0.0,3.0
4700000,10200000,16,874,1,0.0,0.0,0.0
8700000,30000000,4,370,1,1.0,0.0,3.0
7000000,20500000,10,414,0,0.0,0.0,1.0
600000,1100000,10,800,1,0.0,0.0,0.0
6800000,16900000,12,779,1,0.0,0.0,1.0
6400000,14100000,20,553,1,0.0,0.0,0.0
7600000,29900000,18,445,0,1.0,1.0,1.0
9000000,21400000,8,496,0,0.0,0.0,1.0
2400000,5900000,10,650,1,0.0,0.0,1.0
6800000,17900000,6,783,1,0.0,0.0,2.0
3500000,13500000,10,535,0,1.0,0.0,2.0
8900000,34000000,20,415,0,1.0,0.0,0.0
6000000,15300000,8,709,1,0.0,0.0,1.0
700000,2500000,14,819,1,1.0,0.0,1.0
6800000,17300000,18,841,1,0.0,0.0,0.0
5300000,10700000,12,700,1,0.0,0.0,0.0
1400000,4200000,4,881,1,0.0,0.0,3.0
1400000,4600000,4,804,1,1.0,0.0,3.0
9200000,21700000,6,653,1,0.0,0.0,2.0
7900000,29200000,2,663,1,1.0,0.0,3.0
4500000,17500000,10,495,0,1.0,0.0,2.0
3800000,9800000,8,335,0,0.0,0.0,1.0
1500000,4900000,6,618,1,1.0,0.0,3.0
1200000,2400000,12,480,0,0.0,0.0,0.0
1700000,4900000,18,843,1,0.0,0.0,0.0
5200000,14100000,16,483,0,0.0,0.0,0.0
1600000,5100000,12,548,0,1.0,0.0,1.0
6600000,16000000,16,379,0,0.0,0.0,0.0
9400000,26600000,20,771,1,0.0,0.0,0.0
300000,500000,2,353,0,0.0,0.0,3.0
4600000,11500000,16,668,1,0.0,0.0,0.0
6100000,21300000,2,387,1,1.0,1.0,3.0
1500000,4100000,12,789,1,0.0,0.0,1.0
400000,900000,2,855,1,0.0,0.0,3.0
8700000,33600000,14,751,1,1.0,1.0,1.0
7000000,21600000,12,739,1,1.0,0.0,1.0
4700000,13100000,14,492,0,0.0,0.0,0.0
7600000,23800000,16,896,1,1.0,1.0,0.0
9200000,24500000,4,545,0,0.0,0.0,3.0
9400000,36800000,20,891,1,1.0,1.0,0.0
4800000,15100000,6,848,1,1.0,1.0,3.0
600000,2400000,12,884,1,1.0,1.0,1.0
4900000,14300000,14,439,0,0.0,0.0,1.0
3300000,8500000,12,586,1,0.0,0.0,1.0
9100000,18800000,20,308,0,0.0,0.0,0.0
6100000,23500000,16,300,0,1.0,2.0,1.0
8400000,19600000,2,741,1,0.0,0.0,3.0
7900000,31400000,8,698,1,1.0,0.0,2.0
6100000,22300000,10,733,1,1.0,0.0,2.0
2000000,4200000,16,571,1,0.0,0.0,0.0
9900000,29900000,20,490,0,1.0,0.0,0.0
9500000,25400000,16,451,0,0.0,0.0,0.0
1900000,6800000,6,559,1,1.0,0.0,3.0
6900000,21400000,10,577,1,1.0,0.0,1.0
1500000,5000000,4,613,1,1.0,0.0,3.0
1900000,3800000,20,785,1,0.0,0.0,0.0
2300000,6000000,8,690,1,0.0,0.0,1.0
7800000,17100000,14,351,0,0.0,0.0,0.0
400000,1000000,10,447,0,0.0,1.0,1.0
9400000,19200000,20,708,1,0.0,0.0,0.0
9100000,21700000,12,549,0,0.0,0.0,0.0
9000000,18800000,8,797,1,0.0,0.0,1.0
7100000,14300000,14,537,0,0.0,0.0,0.0
800000,2500000,12,828,1,1.0,1.0,1.0
4500000,9600000,14,471,0,0.0,0.0,0.0
8500000,25400000,4,336,0,0.0,0.0,3.0
2500000,9800000,16,424,0,1.0,1.0,1.0
1500000,3300000,18,440,0,0.0,0.0,0.0
6200000,17300000,8,583,1,0.0,1.0,1.0
1300000,2900000,6,480,0,0.0,0.0,2.0
6600000,25800000,10,670,1,1.0,1.0,2.0
5300000,13700000,6,329,0,0.0,0.0,2.0
1400000,3000000,6,754,1,0.0,0.0,2.0
2900000,7800000,18,588,1,0.0,0.0,0.0
6500000,16500000,4,551,1,0.0,0.0,3.0
8300000,18900000,4,316,0,0.0,0.0,3.0
8900000,32200000,12,382,0,1.0,2.0,1.0
5300000,15000000,6,717,1,0.0,0.0,2.0
2800000,7300000,6,676,1,0.0,0.0,2.0
8000000,27800000,6,667,1,1.0,0.0,3.0
3900000,10500000,20,821,1,0.0,0.0,0.0
6200000,20100000,20,345,0,1.0,0.0,0.0
5900000,19200000,10,442,0,1.0,0.0,1.0
6000000,23300000,12,672,1,1.0,0.0,1.0
9100000,29300000,2,508,1,1.0,0.0,3.0
3400000,12300000,10,615,1,1.0,0.0,2.0
1800000,4400000,8,689,1,0.0,0.0,1.0
300000,1200000,18,747,0,1.0,3.0,1.0
9000000,22800000,10,412,0,0.0,0.0,1.0
6400000,16900000,2,703,1,0.0,0.0,3.0
5800000,22200000,16,884,1,1.0,1.0,1.0
2600000,8600000,18,651,1,1.0,1.0,0.0
6600000,17300000,14,793,1,0.0,0.0,0.0
6100000,21800000,4,407,1,1.0,1.0,3.0
4100000,11100000,8,390,0,0.0,1.0,1.0
300000,1000000,12,469,0,1.0,0.0,1.0
4700000,10400000,6,373,0,0.0,0.0,2.0
1500000,5800000,2,304,1,1.0,1.0,3.0
2700000,8300000,8,833,1,1.0,0.0,2.0
6900000,20900000,2,302,1,1.0,0.0,3.0
7600000,28700000,6,397,0,1.0,0.0,3.0
4100000,10000000,6,891,1,0.0,0.0,2.0
4100000,12200000,2,457,0,0.0,1.0,3.0
1600000,3200000,16,657,1,0.0,0.0,0.0
400000,1400000,2,480,1,1.0,0.0,3.0
4400000,17300000,20,840,1,1.0,1.0,0.0
3800000,8000000,12,866,1,0.0,0.0,0.0
4300000,17000000,8,619,1,1.0,0.0,2.0
9000000,33500000,2,748,1,1.0,1.0,3.0
9500000,25500000,12,881,1,0.0,0.0,1.0
6900000,13900000,8,829,1,0.0,0.0,1.0
4300000,11100000,6,312,0,0.0,0.0,2.0
6600000,21400000,10,467,0,1.0,0.0,1.0
5200000,14300000,18,650,1,0.0,0.0,0.0
400000,1100000,6,711,1,0.0,0.0,2.0
1300000,4100000,18,886,1,1.0,0.0,0.0
9700000,28400000,4,494,0,0.0,0.0,3.0
5400000,10900000,14,741,1,0.0,0.0,0.0
1200000,3300000,12,876,1,0.0,1.0,1.0
7000000,26400000,14,610,1,1.0,1.0,1.0
7600000,26000000,6,778,1,1.0,0.0,3.0
700000,1800000,14,571,1,0.0,1.0,0.0
7500000,25100000,18,554,1,1.0,0.0,0.0
2300000,6200000,8,712,1,0.0,0.0,1.0
5600000,11500000,4,695,1,0.0,0.0,3.0
5400000,10900000,20,366,0,0.0,0.0,0.0
1800000,5500000,10,426,0,1.0,0.0,1.0
2900000,6900000,10,320,0,0.0,0.0,1.0
1400000,4600000,8,543,0,1.0,1.0,2.0
2800000,11000000,16,525,0,1.0,1.0,1.0
3300000,13100000,12,812,1,1.0,1.0,1.0
7000000,25300000,14,697,1,1.0,0.0,1.0
3900000,15100000,12,527,0,1.0,0.0,1.0
5700000,17200000,4,512,1,1.0,0.0,3.0
4100000,9200000,4,671,1,0.0,0.0,3.0
2200000,8700000,20,539,0,1.0,0.0,0.0
2200000,7200000,10,532,0,1.0,0.0,1.0
2500000,7700000,16,485,0,1.0,0.0,0.0
900000,2100000,6,521,0,0.0,0.0,2.0
2900000,7400000,10,874,1,0.0,0.0,1.0
9800000,22900000,10,788,1,0.0,0.0,1.0
5200000,14800000,12,659,1,0.0,0.0,1.0
8600000,19600000,16,498,0,0.0,0.0,0.0
4800000,13200000,20,310,0,0.0,0.0,0.0
2000000,4700000,6,785,1,0.0,0.0,2.0
3600000,8700000,10,309,0,0.0,0.0,1.0
5300000,19600000,2,433,1,1.0,0.0,3.0
400000,1300000,18,801,1,1.0,0.0,0.0
6500000,22400000,6,488,0,1.0,0.0,3.0
2300000,6000000,16,756,1,0.0,0.0,0.0
1000000,2800000,4,757,1,0.0,0.0,3.0
3200000,10100000,6,828,1,1.0,0.0,3.0
3400000,7200000,12,733,1,0.0,0.0,0.0
9600000,38200000,8,421,0,1.0,1.0,2.0
5300000,20300000,4,872,1,1.0,0.0,3.0
4700000,17400000,10,393,0,1.0,0.0,2.0
9700000,37800000,12,700,1,1.0,1.0,1.0
8800000,21600000,18,613,1,0.0,0.0,0.0
5900000,13400000,6,455,0,0.0,0.0,2.0
2400000,7100000,16,871,1,0.0,0.0,0.0
7900000,21500000,16,497,0,0.0,0.0,0.0
1400000,2700000,2,649,1,0.0,0.0,3.0
3500000,10000000,14,709,1,0.0,0.0,1.0
3400000,13500000,12,705,1,1.0,0.0,1.0
6100000,23600000,2,476,1,1.0,1.0,3.0
3000000,7100000,4,819,1,0.0,0.0,3.0
3400000,9400000,16,535,0,0.0,0.0,0.0
400000,1200000,14,889,1,0.0,0.0,1.0
5900000,11800000,12,468,0,0.0,0.0,0.0
400000,800000,2,759,1,0.0,0.0,3.0
9000000,33600000,2,426,1,1.0,0.0,3.0
8800000,23600000,8,712,1,0.0,0.0,1.0
2000000,4700000,2,615,1,0.0,0.0,3.0
4700000,14000000,12,784,1,0.0,0.0,1.0
2700000,6100000,16,677,1,0.0,0.0,0.0
2600000,7900000,12,306,0,1.0,0.0,1.0
9000000,25400000,16,655,1,0.0,0.0,0.0
5100000,19400000,8,755,1,1.0,2.0,2.0
6600000,25800000,18,598,1,1.0,2.0,1.0
4400000,9800000,18,712,1,0.0,0.0,0.0
1500000,4600000,6,524,0,1.0,0.0,3.0
6200000,23100000,16,838,1,1.0,0.0,1.0
900000,2900000,6,560,1,1.0,0.0,3.0
7700000,26400000,12,759,1,1.0,1.0,1.0
600000,2400000,6,454,0,1.0,1.0,3.0
4300000,16500000,4,539,1,1.0,0.0,3.0
8200000,27800000,16,827,1,1.0,0.0,1.0
3500000,11900000,12,686,1,1.0,0.0,1.0
9900000,34100000,14,371,0,1.0,0.0,1.0
700000,1900000,4,784,1,0.0,0.0,3.0
2100000,7300000,16,826,1,1.0,0.0,1.0
3200000,10500000,12,502,0,1.0,0.0,1.0
2900000,7800000,8,367,0,0.0,0.0,1.0
7000000,18300000,6,541,0,0.0,0.0,2.0
3700000,13600000,16,608,1,1.0,1.0,1.0
4500000,13100000,12,570,1,0.0,0.0,1.0
200000,800000,18,752,1,1.0,2.0,1.0
5600000,20500000,8,873,1,1.0,0.0,2.0
5400000,18600000,2,538,1,1.0,0.0,3.0
300000,1000000,10,819,1,1.0,0.0,1.0
7500000,29800000,18,770,1,1.0,1.0,1.0
2500000,9600000,6,345,0,1.0,1.0,3.0
3100000,8100000,12,730,1,0.0,0.0,1.0
7600000,19300000,20,835,1,0.0,0.0,0.0
500000,1700000,2,811,1,1.0,1.0,3.0
2700000,5900000,14,662,1,0.0,0.0,0.0
3500000,13300000,4,420,1,1.0,1.0,3.0
3700000,11700000,4,413,1,1.0,0.0,3.0
5600000,20000000,10,367,0,1.0,0.0,2.0
4800000,16400000,14,390,0,1.0,1.0,1.0
5200000,12200000,2,602,1,0.0,0.0,3.0
2900000,11500000,16,843,1,1.0,0.0,1.0
2700000,6800000,20,713,1,0.0,0.0,0.0
5000000,16200000,8,591,1,1.0,1.0,2.0
2700000,9400000,14,701,1,1.0,1.0,1.0
2800000,10000000,12,655,1,1.0,0.0,1.0
7300000,20000000,18,720,1,0.0,0.0,0.0
5900000,15100000,10,794,1,0.0,0.0,1.0
8100000,21300000,2,392,0,0.0,0.0,3.0
1900000,7100000,6,583,1,1.0,1.0,3.0
1800000,6800000,18,457,0,1.0,1.0,1.0
7600000,17800000,14,570,1,0.0,0.0,0.0
9100000,30100000,14,890,1,1.0,0.0,1.0
5300000,12300000,14,472,0,0.0,0.0,0.0
3700000,10900000,12,788,1,0.0,1.0,1.0
9500000,35300000,6,605,1,1.0,0.0,3.0
8300000,30500000,10,473,0,1.0,0.0,2.0
6400000,21500000,16,728,1,1.0,1.0,1.0
5300000,17800000,16,505,0,1.0,0.0,1.0
5600000,19300000,6,407,0,1.0,1.0,3.0
900000,1700000,18,464,0,0.0,0.0,0.0
2400000,7200000,20,514,0,0.0,0.0,0.0
9500000,23000000,10,627,1,0.0,0.0,1.0
7400000,14900000,20,627,1,0.0,0.0,0.0
1500000,3200000,10,858,1,0.0,0.0,1.0
8800000,30200000,8,607,1,1.0,0.0,2.0
4900000,14300000,4,663,1,0.0,0.0,3.0
8100000,26900000,6,522,0,1.0,0.0,3.0
2300000,9100000,20,610,1,1.0,0.0,0.0
3000000,6600000,16,462,0,0.0,0.0,0.0
3900000,9300000,8,591,1,0.0,0.0,1.0
1700000,6500000,20,636,1,1.0,0.0,0.0
2100000,4900000,10,359,0,0.0,0.0,1.0
9700000,25000000,4,542,0,0.0,0.0,3.0
3500000,11800000,4,642,1,1.0,0.0,3.0
1500000,5500000,4,414,1,1.0,2.0,3.0
8800000,26200000,20,865,1,0.0,0.0,0.0
900000,3100000,10,369,0,1.0,2.0,1.0
3500000,10800000,14,838,1,1.0,0.0,1.0
5500000,21200000,4,582,1,1.0,0.0,3.0
9800000,23200000,10,416,0,0.0,0.0,1.0
2100000,5500000,20,705,1,0.0,0.0,0.0
1800000,5700000,18,306,0,1.0,1.0,0.0
5800000,13000000,8,851,1,0.0,0.0,1.0
